variable	Diss	SITE	Habitats	Sim	Site
RI_GW	0.441	RI	Gill-Water	0.559	RI
RI_GW	0.443	RI	Gill-Water	0.557	RI
RI_GW	0.4435	RI	Gill-Water	0.5565	RI
RI_GW	0.4445	RI	Gill-Water	0.5555	RI
RI_GW	0.445	RI	Gill-Water	0.555	RI
RI_GW	0.445	RI	Gill-Water	0.555	RI
RI_GW	0.4455	RI	Gill-Water	0.5545	RI
RI_GW	0.446	RI	Gill-Water	0.554	RI
RI_GW	0.4495	RI	Gill-Water	0.5505	RI
RI_GW	0.4505	RI	Gill-Water	0.5495	RI
RI_GW	0.4525	RI	Gill-Water	0.5475	RI
RI_GW	0.454	RI	Gill-Water	0.546	RI
RI_GW	0.455	RI	Gill-Water	0.545	RI
RI_GW	0.68325	RI	Gill-Water	0.31675	RI
RI_GW	0.684	RI	Gill-Water	0.316	RI
RI_GW	0.6855	RI	Gill-Water	0.3145	RI
RI_GW	0.687	RI	Gill-Water	0.313	RI
RI_GW	0.69225	RI	Gill-Water	0.30775	RI
RI_GW	0.69225	RI	Gill-Water	0.30775	RI
RI_GW	0.693	RI	Gill-Water	0.307	RI
RI_GW	0.693	RI	Gill-Water	0.307	RI
RI_GW	0.69525	RI	Gill-Water	0.30475	RI
RI_GW	0.69675	RI	Gill-Water	0.30325	RI
RI_GW	0.69825	RI	Gill-Water	0.30175	RI
RI_GW	0.699	RI	Gill-Water	0.301	RI
RI_GW	0.7005	RI	Gill-Water	0.2995	RI
RI_GW	0.7005	RI	Gill-Water	0.2995	RI
RI_GW	0.7005	RI	Gill-Water	0.2995	RI
RI_GW	0.70125	RI	Gill-Water	0.29875	RI
RI_GW	0.70425	RI	Gill-Water	0.29575	RI
RI_GW	0.70575	RI	Gill-Water	0.29425	RI
RI_GW	0.70875	RI	Gill-Water	0.29125	RI
RI_GW	0.71025	RI	Gill-Water	0.28975	RI
RI_GW	0.71175	RI	Gill-Water	0.28825	RI
RI_GW	0.71475	RI	Gill-Water	0.28525	RI
RI_GW	0.71775	RI	Gill-Water	0.28225	RI
RI_GW	0.71775	RI	Gill-Water	0.28225	RI
RI_GW	0.7185	RI	Gill-Water	0.2815	RI
RI_GW	0.72075	RI	Gill-Water	0.27925	RI
RI_GW	0.7215	RI	Gill-Water	0.2785	RI
RI_GW	0.7215	RI	Gill-Water	0.2785	RI
RI_GW	0.72225	RI	Gill-Water	0.27775	RI
RI_GW	0.723	RI	Gill-Water	0.277	RI
RI_GW	0.723	RI	Gill-Water	0.277	RI
RI_GW	0.726	RI	Gill-Water	0.274	RI
RI_GW	0.72675	RI	Gill-Water	0.27325	RI
RI_GW	0.72825	RI	Gill-Water	0.27175	RI
RI_GW	0.73125	RI	Gill-Water	0.26875	RI
RI_GW	0.7335	RI	Gill-Water	0.2665	RI
RI_GW	0.735	RI	Gill-Water	0.265	RI
RI_GW	0.7365	RI	Gill-Water	0.2635	RI
RI_GW	0.73875	RI	Gill-Water	0.26125	RI
RI_GW	0.7395	RI	Gill-Water	0.2605	RI
RI_GW	0.74475	RI	Gill-Water	0.25525	RI
RI_SedSed	0.487	RI	Sed-Sed	0.513	RI
RI_SedSed	0.491	RI	Sed-Sed	0.509	RI
RI_SedSed	0.508	RI	Sed-Sed	0.492	RI
RI_SedSed	0.52	RI	Sed-Sed	0.48	RI
RI_SedSed	0.521	RI	Sed-Sed	0.479	RI
RI_SedSed	0.526	RI	Sed-Sed	0.474	RI
RI_SedSed	0.526	RI	Sed-Sed	0.474	RI
RI_SedSed	0.527	RI	Sed-Sed	0.473	RI
RI_SedSed	0.528	RI	Sed-Sed	0.472	RI
RI_SedSed	0.528	RI	Sed-Sed	0.472	RI
RI_SedSed	0.534	RI	Sed-Sed	0.466	RI
RI_SedSed	0.535	RI	Sed-Sed	0.465	RI
RI_SedSed	0.536	RI	Sed-Sed	0.464	RI
RI_SedSed	0.539	RI	Sed-Sed	0.461	RI
RI_SedSed	0.539	RI	Sed-Sed	0.461	RI
RI_SedSed	0.539	RI	Sed-Sed	0.461	RI
RI_SedSed	0.539	RI	Sed-Sed	0.461	RI
RI_SedSed	0.541	RI	Sed-Sed	0.459	RI
RI_SedSed	0.543	RI	Sed-Sed	0.457	RI
RI_SedSed	0.543	RI	Sed-Sed	0.457	RI
RI_SedSed	0.543	RI	Sed-Sed	0.457	RI
RI_SedSed	0.545	RI	Sed-Sed	0.455	RI
RI_SedSed	0.545	RI	Sed-Sed	0.455	RI
RI_SedSed	0.545	RI	Sed-Sed	0.455	RI
RI_SedSed	0.545	RI	Sed-Sed	0.455	RI
RI_SedSed	0.545	RI	Sed-Sed	0.455	RI
RI_SedSed	0.546	RI	Sed-Sed	0.454	RI
RI_SedSed	0.546	RI	Sed-Sed	0.454	RI
RI_SedSed	0.548	RI	Sed-Sed	0.452	RI
RI_SedSed	0.55	RI	Sed-Sed	0.45	RI
RI_SedSed	0.55	RI	Sed-Sed	0.45	RI
RI_SedSed	0.552	RI	Sed-Sed	0.448	RI
RI_SedSed	0.553	RI	Sed-Sed	0.447	RI
RI_SedSed	0.553	RI	Sed-Sed	0.447	RI
RI_SedSed	0.554	RI	Sed-Sed	0.446	RI
RI_SedSed	0.555	RI	Sed-Sed	0.445	RI
RI_SedSed	0.555	RI	Sed-Sed	0.445	RI
RI_SedSed	0.555	RI	Sed-Sed	0.445	RI
RI_SedSed	0.557	RI	Sed-Sed	0.443	RI
RI_SedSed	0.557	RI	Sed-Sed	0.443	RI
RI_SedSed	0.557	RI	Sed-Sed	0.443	RI
RI_SedSed	0.558	RI	Sed-Sed	0.442	RI
RI_SedSed	0.559	RI	Sed-Sed	0.441	RI
RI_SedSed	0.56	RI	Sed-Sed	0.44	RI
RI_SedSed	0.561	RI	Sed-Sed	0.439	RI
RI_SedSed	0.561	RI	Sed-Sed	0.439	RI
RI_SedSed	0.561	RI	Sed-Sed	0.439	RI
RI_SedSed	0.561	RI	Sed-Sed	0.439	RI
RI_SedSed	0.562	RI	Sed-Sed	0.438	RI
RI_SedSed	0.563	RI	Sed-Sed	0.437	RI
RI_SedSed	0.564	RI	Sed-Sed	0.436	RI
RI_SedSed	0.564	RI	Sed-Sed	0.436	RI
RI_SedSed	0.564	RI	Sed-Sed	0.436	RI
RI_SedSed	0.564	RI	Sed-Sed	0.436	RI
RI_SedSed	0.565	RI	Sed-Sed	0.435	RI
RI_SedSed	0.565	RI	Sed-Sed	0.435	RI
RI_SedSed	0.565	RI	Sed-Sed	0.435	RI
RI_SedSed	0.566	RI	Sed-Sed	0.434	RI
RI_SedSed	0.566	RI	Sed-Sed	0.434	RI
RI_SedSed	0.566	RI	Sed-Sed	0.434	RI
RI_SedSed	0.566	RI	Sed-Sed	0.434	RI
RI_SedSed	0.567	RI	Sed-Sed	0.433	RI
RI_SedSed	0.567	RI	Sed-Sed	0.433	RI
RI_SedSed	0.567	RI	Sed-Sed	0.433	RI
RI_SedSed	0.568	RI	Sed-Sed	0.432	RI
RI_SedSed	0.568	RI	Sed-Sed	0.432	RI
RI_SedSed	0.568	RI	Sed-Sed	0.432	RI
RI_SedSed	0.569	RI	Sed-Sed	0.431	RI
RI_SedSed	0.569	RI	Sed-Sed	0.431	RI
RI_SedSed	0.569	RI	Sed-Sed	0.431	RI
RI_SedSed	0.569	RI	Sed-Sed	0.431	RI
RI_SedSed	0.57	RI	Sed-Sed	0.43	RI
RI_SedSed	0.57	RI	Sed-Sed	0.43	RI
RI_SedSed	0.571	RI	Sed-Sed	0.429	RI
RI_SedSed	0.571	RI	Sed-Sed	0.429	RI
RI_SedSed	0.573	RI	Sed-Sed	0.427	RI
RI_SedSed	0.573	RI	Sed-Sed	0.427	RI
RI_SedSed	0.574	RI	Sed-Sed	0.426	RI
RI_SedSed	0.575	RI	Sed-Sed	0.425	RI
RI_SedSed	0.575	RI	Sed-Sed	0.425	RI
RI_SedSed	0.575	RI	Sed-Sed	0.425	RI
RI_SedSed	0.576	RI	Sed-Sed	0.424	RI
RI_SedSed	0.576	RI	Sed-Sed	0.424	RI
RI_SedSed	0.576	RI	Sed-Sed	0.424	RI
RI_SedSed	0.576	RI	Sed-Sed	0.424	RI
RI_SedSed	0.576	RI	Sed-Sed	0.424	RI
RI_SedSed	0.577	RI	Sed-Sed	0.423	RI
RI_SedSed	0.577	RI	Sed-Sed	0.423	RI
RI_SedSed	0.577	RI	Sed-Sed	0.423	RI
RI_SedSed	0.578	RI	Sed-Sed	0.422	RI
RI_SedSed	0.579	RI	Sed-Sed	0.421	RI
RI_SedSed	0.579	RI	Sed-Sed	0.421	RI
RI_SedSed	0.579	RI	Sed-Sed	0.421	RI
RI_SedSed	0.579	RI	Sed-Sed	0.421	RI
RI_SedSed	0.58	RI	Sed-Sed	0.42	RI
RI_SedSed	0.58	RI	Sed-Sed	0.42	RI
RI_SedSed	0.581	RI	Sed-Sed	0.419	RI
RI_SedSed	0.581	RI	Sed-Sed	0.419	RI
RI_SedSed	0.582	RI	Sed-Sed	0.418	RI
RI_SedSed	0.582	RI	Sed-Sed	0.418	RI
RI_SedSed	0.583	RI	Sed-Sed	0.417	RI
RI_SedSed	0.583	RI	Sed-Sed	0.417	RI
RI_SedSed	0.583	RI	Sed-Sed	0.417	RI
RI_SedSed	0.584	RI	Sed-Sed	0.416	RI
RI_SedSed	0.584	RI	Sed-Sed	0.416	RI
RI_SedSed	0.584	RI	Sed-Sed	0.416	RI
RI_SedSed	0.585	RI	Sed-Sed	0.415	RI
RI_SedSed	0.587	RI	Sed-Sed	0.413	RI
RI_SedSed	0.588	RI	Sed-Sed	0.412	RI
RI_SedSed	0.589	RI	Sed-Sed	0.411	RI
RI_SedSed	0.589	RI	Sed-Sed	0.411	RI
RI_SedSed	0.589	RI	Sed-Sed	0.411	RI
RI_SedSed	0.59	RI	Sed-Sed	0.41	RI
RI_SedSed	0.59	RI	Sed-Sed	0.41	RI
RI_SedSed	0.591	RI	Sed-Sed	0.409	RI
RI_SedSed	0.591	RI	Sed-Sed	0.409	RI
RI_SedSed	0.591	RI	Sed-Sed	0.409	RI
RI_SedSed	0.592	RI	Sed-Sed	0.408	RI
RI_SedSed	0.592	RI	Sed-Sed	0.408	RI
RI_SedSed	0.592	RI	Sed-Sed	0.408	RI
RI_SedSed	0.592	RI	Sed-Sed	0.408	RI
RI_SedSed	0.594	RI	Sed-Sed	0.406	RI
RI_SedSed	0.595	RI	Sed-Sed	0.405	RI
RI_SedSed	0.595	RI	Sed-Sed	0.405	RI
RI_SedSed	0.595	RI	Sed-Sed	0.405	RI
RI_SedSed	0.595	RI	Sed-Sed	0.405	RI
RI_SedSed	0.595	RI	Sed-Sed	0.405	RI
RI_SedSed	0.596	RI	Sed-Sed	0.404	RI
RI_SedSed	0.596	RI	Sed-Sed	0.404	RI
RI_SedSed	0.596	RI	Sed-Sed	0.404	RI
RI_SedSed	0.596	RI	Sed-Sed	0.404	RI
RI_SedSed	0.596	RI	Sed-Sed	0.404	RI
RI_SedSed	0.596	RI	Sed-Sed	0.404	RI
RI_SedSed	0.596	RI	Sed-Sed	0.404	RI
RI_SedSed	0.597	RI	Sed-Sed	0.403	RI
RI_SedSed	0.597	RI	Sed-Sed	0.403	RI
RI_SedSed	0.597	RI	Sed-Sed	0.403	RI
RI_SedSed	0.597	RI	Sed-Sed	0.403	RI
RI_SedSed	0.598	RI	Sed-Sed	0.402	RI
RI_SedSed	0.598	RI	Sed-Sed	0.402	RI
RI_SedSed	0.598	RI	Sed-Sed	0.402	RI
RI_SedSed	0.599	RI	Sed-Sed	0.401	RI
RI_SedSed	0.599	RI	Sed-Sed	0.401	RI
RI_SedSed	0.599	RI	Sed-Sed	0.401	RI
RI_SedSed	0.599	RI	Sed-Sed	0.401	RI
RI_SedSed	0.599	RI	Sed-Sed	0.401	RI
RI_SedSed	0.599	RI	Sed-Sed	0.401	RI
RI_SedSed	0.6	RI	Sed-Sed	0.4	RI
RI_SedSed	0.6	RI	Sed-Sed	0.4	RI
RI_SedSed	0.601	RI	Sed-Sed	0.399	RI
RI_SedSed	0.601	RI	Sed-Sed	0.399	RI
RI_SedSed	0.601	RI	Sed-Sed	0.399	RI
RI_SedSed	0.601	RI	Sed-Sed	0.399	RI
RI_SedSed	0.601	RI	Sed-Sed	0.399	RI
RI_SedSed	0.601	RI	Sed-Sed	0.399	RI
RI_SedSed	0.601	RI	Sed-Sed	0.399	RI
RI_SedSed	0.601	RI	Sed-Sed	0.399	RI
RI_SedSed	0.602	RI	Sed-Sed	0.398	RI
RI_SedSed	0.602	RI	Sed-Sed	0.398	RI
RI_SedSed	0.603	RI	Sed-Sed	0.397	RI
RI_SedSed	0.603	RI	Sed-Sed	0.397	RI
RI_SedSed	0.603	RI	Sed-Sed	0.397	RI
RI_SedSed	0.604	RI	Sed-Sed	0.396	RI
RI_SedSed	0.604	RI	Sed-Sed	0.396	RI
RI_SedSed	0.605	RI	Sed-Sed	0.395	RI
RI_SedSed	0.605	RI	Sed-Sed	0.395	RI
RI_SedSed	0.605	RI	Sed-Sed	0.395	RI
RI_SedSed	0.606	RI	Sed-Sed	0.394	RI
RI_SedSed	0.606	RI	Sed-Sed	0.394	RI
RI_SedSed	0.606	RI	Sed-Sed	0.394	RI
RI_SedSed	0.606	RI	Sed-Sed	0.394	RI
RI_SedSed	0.607	RI	Sed-Sed	0.393	RI
RI_SedSed	0.607	RI	Sed-Sed	0.393	RI
RI_SedSed	0.607	RI	Sed-Sed	0.393	RI
RI_SedSed	0.608	RI	Sed-Sed	0.392	RI
RI_SedSed	0.608	RI	Sed-Sed	0.392	RI
RI_SedSed	0.608	RI	Sed-Sed	0.392	RI
RI_SedSed	0.608	RI	Sed-Sed	0.392	RI
RI_SedSed	0.608	RI	Sed-Sed	0.392	RI
RI_SedSed	0.609	RI	Sed-Sed	0.391	RI
RI_SedSed	0.609	RI	Sed-Sed	0.391	RI
RI_SedSed	0.609	RI	Sed-Sed	0.391	RI
RI_SedSed	0.609	RI	Sed-Sed	0.391	RI
RI_SedSed	0.609	RI	Sed-Sed	0.391	RI
RI_SedSed	0.61	RI	Sed-Sed	0.39	RI
RI_SedSed	0.61	RI	Sed-Sed	0.39	RI
RI_SedSed	0.61	RI	Sed-Sed	0.39	RI
RI_SedSed	0.61	RI	Sed-Sed	0.39	RI
RI_SedSed	0.61	RI	Sed-Sed	0.39	RI
RI_SedSed	0.61	RI	Sed-Sed	0.39	RI
RI_SedSed	0.61	RI	Sed-Sed	0.39	RI
RI_SedSed	0.611	RI	Sed-Sed	0.389	RI
RI_SedSed	0.611	RI	Sed-Sed	0.389	RI
RI_SedSed	0.611	RI	Sed-Sed	0.389	RI
RI_SedSed	0.611	RI	Sed-Sed	0.389	RI
RI_SedSed	0.611	RI	Sed-Sed	0.389	RI
RI_SedSed	0.612	RI	Sed-Sed	0.388	RI
RI_SedSed	0.612	RI	Sed-Sed	0.388	RI
RI_SedSed	0.612	RI	Sed-Sed	0.388	RI
RI_SedSed	0.613	RI	Sed-Sed	0.387	RI
RI_SedSed	0.613	RI	Sed-Sed	0.387	RI
RI_SedSed	0.613	RI	Sed-Sed	0.387	RI
RI_SedSed	0.615	RI	Sed-Sed	0.385	RI
RI_SedSed	0.616	RI	Sed-Sed	0.384	RI
RI_SedSed	0.616	RI	Sed-Sed	0.384	RI
RI_SedSed	0.616	RI	Sed-Sed	0.384	RI
RI_SedSed	0.616	RI	Sed-Sed	0.384	RI
RI_SedSed	0.616	RI	Sed-Sed	0.384	RI
RI_SedSed	0.616	RI	Sed-Sed	0.384	RI
RI_SedSed	0.617	RI	Sed-Sed	0.383	RI
RI_SedSed	0.617	RI	Sed-Sed	0.383	RI
RI_SedSed	0.617	RI	Sed-Sed	0.383	RI
RI_SedSed	0.617	RI	Sed-Sed	0.383	RI
RI_SedSed	0.617	RI	Sed-Sed	0.383	RI
RI_SedSed	0.617	RI	Sed-Sed	0.383	RI
RI_SedSed	0.618	RI	Sed-Sed	0.382	RI
RI_SedSed	0.618	RI	Sed-Sed	0.382	RI
RI_SedSed	0.619	RI	Sed-Sed	0.381	RI
RI_SedSed	0.619	RI	Sed-Sed	0.381	RI
RI_SedSed	0.619	RI	Sed-Sed	0.381	RI
RI_SedSed	0.619	RI	Sed-Sed	0.381	RI
RI_SedSed	0.62	RI	Sed-Sed	0.38	RI
RI_SedSed	0.62	RI	Sed-Sed	0.38	RI
RI_SedSed	0.62	RI	Sed-Sed	0.38	RI
RI_SedSed	0.62	RI	Sed-Sed	0.38	RI
RI_SedSed	0.62	RI	Sed-Sed	0.38	RI
RI_SedSed	0.621	RI	Sed-Sed	0.379	RI
RI_SedSed	0.621	RI	Sed-Sed	0.379	RI
RI_SedSed	0.621	RI	Sed-Sed	0.379	RI
RI_SedSed	0.621	RI	Sed-Sed	0.379	RI
RI_SedSed	0.621	RI	Sed-Sed	0.379	RI
RI_SedSed	0.621	RI	Sed-Sed	0.379	RI
RI_SedSed	0.622	RI	Sed-Sed	0.378	RI
RI_SedSed	0.623	RI	Sed-Sed	0.377	RI
RI_SedSed	0.623	RI	Sed-Sed	0.377	RI
RI_SedSed	0.623	RI	Sed-Sed	0.377	RI
RI_SedSed	0.623	RI	Sed-Sed	0.377	RI
RI_SedSed	0.623	RI	Sed-Sed	0.377	RI
RI_SedSed	0.623	RI	Sed-Sed	0.377	RI
RI_SedSed	0.624	RI	Sed-Sed	0.376	RI
RI_SedSed	0.625	RI	Sed-Sed	0.375	RI
RI_SedSed	0.625	RI	Sed-Sed	0.375	RI
RI_SedSed	0.625	RI	Sed-Sed	0.375	RI
RI_SedSed	0.625	RI	Sed-Sed	0.375	RI
RI_SedSed	0.625	RI	Sed-Sed	0.375	RI
RI_SedSed	0.625	RI	Sed-Sed	0.375	RI
RI_SedSed	0.626	RI	Sed-Sed	0.374	RI
RI_SedSed	0.626	RI	Sed-Sed	0.374	RI
RI_SedSed	0.626	RI	Sed-Sed	0.374	RI
RI_SedSed	0.626	RI	Sed-Sed	0.374	RI
RI_SedSed	0.627	RI	Sed-Sed	0.373	RI
RI_SedSed	0.628	RI	Sed-Sed	0.372	RI
RI_SedSed	0.628	RI	Sed-Sed	0.372	RI
RI_SedSed	0.628	RI	Sed-Sed	0.372	RI
RI_SedSed	0.629	RI	Sed-Sed	0.371	RI
RI_SedSed	0.629	RI	Sed-Sed	0.371	RI
RI_SedSed	0.629	RI	Sed-Sed	0.371	RI
RI_SedSed	0.629	RI	Sed-Sed	0.371	RI
RI_SedSed	0.63	RI	Sed-Sed	0.37	RI
RI_SedSed	0.63	RI	Sed-Sed	0.37	RI
RI_SedSed	0.63	RI	Sed-Sed	0.37	RI
RI_SedSed	0.631	RI	Sed-Sed	0.369	RI
RI_SedSed	0.631	RI	Sed-Sed	0.369	RI
RI_SedSed	0.631	RI	Sed-Sed	0.369	RI
RI_SedSed	0.632	RI	Sed-Sed	0.368	RI
RI_SedSed	0.632	RI	Sed-Sed	0.368	RI
RI_SedSed	0.632	RI	Sed-Sed	0.368	RI
RI_SedSed	0.632	RI	Sed-Sed	0.368	RI
RI_SedSed	0.633	RI	Sed-Sed	0.367	RI
RI_SedSed	0.633	RI	Sed-Sed	0.367	RI
RI_SedSed	0.633	RI	Sed-Sed	0.367	RI
RI_SedSed	0.633	RI	Sed-Sed	0.367	RI
RI_SedSed	0.634	RI	Sed-Sed	0.366	RI
RI_SedSed	0.634	RI	Sed-Sed	0.366	RI
RI_SedSed	0.634	RI	Sed-Sed	0.366	RI
RI_SedSed	0.634	RI	Sed-Sed	0.366	RI
RI_SedSed	0.634	RI	Sed-Sed	0.366	RI
RI_SedSed	0.634	RI	Sed-Sed	0.366	RI
RI_SedSed	0.634	RI	Sed-Sed	0.366	RI
RI_SedSed	0.635	RI	Sed-Sed	0.365	RI
RI_SedSed	0.635	RI	Sed-Sed	0.365	RI
RI_SedSed	0.636	RI	Sed-Sed	0.364	RI
RI_SedSed	0.636	RI	Sed-Sed	0.364	RI
RI_SedSed	0.636	RI	Sed-Sed	0.364	RI
RI_SedSed	0.637	RI	Sed-Sed	0.363	RI
RI_SedSed	0.637	RI	Sed-Sed	0.363	RI
RI_SedSed	0.637	RI	Sed-Sed	0.363	RI
RI_SedSed	0.637	RI	Sed-Sed	0.363	RI
RI_SedSed	0.637	RI	Sed-Sed	0.363	RI
RI_SedSed	0.638	RI	Sed-Sed	0.362	RI
RI_SedSed	0.638	RI	Sed-Sed	0.362	RI
RI_SedSed	0.638	RI	Sed-Sed	0.362	RI
RI_SedSed	0.638	RI	Sed-Sed	0.362	RI
RI_SedSed	0.639	RI	Sed-Sed	0.361	RI
RI_SedSed	0.639	RI	Sed-Sed	0.361	RI
RI_SedSed	0.639	RI	Sed-Sed	0.361	RI
RI_SedSed	0.64	RI	Sed-Sed	0.36	RI
RI_SedSed	0.641	RI	Sed-Sed	0.359	RI
RI_SedSed	0.641	RI	Sed-Sed	0.359	RI
RI_SedSed	0.641	RI	Sed-Sed	0.359	RI
RI_SedSed	0.642	RI	Sed-Sed	0.358	RI
RI_SedSed	0.642	RI	Sed-Sed	0.358	RI
RI_SedSed	0.643	RI	Sed-Sed	0.357	RI
RI_SedSed	0.643	RI	Sed-Sed	0.357	RI
RI_SedSed	0.644	RI	Sed-Sed	0.356	RI
RI_SedSed	0.645	RI	Sed-Sed	0.355	RI
RI_SedSed	0.645	RI	Sed-Sed	0.355	RI
RI_SedSed	0.645	RI	Sed-Sed	0.355	RI
RI_SedSed	0.645	RI	Sed-Sed	0.355	RI
RI_SedSed	0.645	RI	Sed-Sed	0.355	RI
RI_SedSed	0.646	RI	Sed-Sed	0.354	RI
RI_SedSed	0.646	RI	Sed-Sed	0.354	RI
RI_SedSed	0.646	RI	Sed-Sed	0.354	RI
RI_SedSed	0.647	RI	Sed-Sed	0.353	RI
RI_SedSed	0.647	RI	Sed-Sed	0.353	RI
RI_SedSed	0.647	RI	Sed-Sed	0.353	RI
RI_SedSed	0.648	RI	Sed-Sed	0.352	RI
RI_SedSed	0.648	RI	Sed-Sed	0.352	RI
RI_SedSed	0.648	RI	Sed-Sed	0.352	RI
RI_SedSed	0.648	RI	Sed-Sed	0.352	RI
RI_SedSed	0.649	RI	Sed-Sed	0.351	RI
RI_SedSed	0.65	RI	Sed-Sed	0.35	RI
RI_SedSed	0.65	RI	Sed-Sed	0.35	RI
RI_SedSed	0.651	RI	Sed-Sed	0.349	RI
RI_SedSed	0.651	RI	Sed-Sed	0.349	RI
RI_SedSed	0.651	RI	Sed-Sed	0.349	RI
RI_SedSed	0.651	RI	Sed-Sed	0.349	RI
RI_SedSed	0.652	RI	Sed-Sed	0.348	RI
RI_SedSed	0.654	RI	Sed-Sed	0.346	RI
RI_SedSed	0.654	RI	Sed-Sed	0.346	RI
RI_SedSed	0.654	RI	Sed-Sed	0.346	RI
RI_SedSed	0.654	RI	Sed-Sed	0.346	RI
RI_SedSed	0.654	RI	Sed-Sed	0.346	RI
RI_SedSed	0.655	RI	Sed-Sed	0.345	RI
RI_SedSed	0.655	RI	Sed-Sed	0.345	RI
RI_SedSed	0.656	RI	Sed-Sed	0.344	RI
RI_SedSed	0.656	RI	Sed-Sed	0.344	RI
RI_SedSed	0.656	RI	Sed-Sed	0.344	RI
RI_SedSed	0.656	RI	Sed-Sed	0.344	RI
RI_SedSed	0.656	RI	Sed-Sed	0.344	RI
RI_SedSed	0.657	RI	Sed-Sed	0.343	RI
RI_SedSed	0.658	RI	Sed-Sed	0.342	RI
RI_SedSed	0.659	RI	Sed-Sed	0.341	RI
RI_SedSed	0.659	RI	Sed-Sed	0.341	RI
RI_SedSed	0.659	RI	Sed-Sed	0.341	RI
RI_SedSed	0.66	RI	Sed-Sed	0.34	RI
RI_SedSed	0.66	RI	Sed-Sed	0.34	RI
RI_SedSed	0.66	RI	Sed-Sed	0.34	RI
RI_SedSed	0.661	RI	Sed-Sed	0.339	RI
RI_SedSed	0.661	RI	Sed-Sed	0.339	RI
RI_SedSed	0.662	RI	Sed-Sed	0.338	RI
RI_SedSed	0.664	RI	Sed-Sed	0.336	RI
RI_SedSed	0.664	RI	Sed-Sed	0.336	RI
RI_SedSed	0.664	RI	Sed-Sed	0.336	RI
RI_SedSed	0.664	RI	Sed-Sed	0.336	RI
RI_SedSed	0.666	RI	Sed-Sed	0.334	RI
RI_SedSed	0.667	RI	Sed-Sed	0.333	RI
RI_SedSed	0.667	RI	Sed-Sed	0.333	RI
RI_SedSed	0.667	RI	Sed-Sed	0.333	RI
RI_SedSed	0.667	RI	Sed-Sed	0.333	RI
RI_SedSed	0.668	RI	Sed-Sed	0.332	RI
RI_SedSed	0.669	RI	Sed-Sed	0.331	RI
RI_SedSed	0.67	RI	Sed-Sed	0.33	RI
RI_SedSed	0.67	RI	Sed-Sed	0.33	RI
RI_SedSed	0.67	RI	Sed-Sed	0.33	RI
RI_SedSed	0.67	RI	Sed-Sed	0.33	RI
RI_SedSed	0.67	RI	Sed-Sed	0.33	RI
RI_SedSed	0.671	RI	Sed-Sed	0.329	RI
RI_SedSed	0.672	RI	Sed-Sed	0.328	RI
RI_SedSed	0.674	RI	Sed-Sed	0.326	RI
RI_SedSed	0.674	RI	Sed-Sed	0.326	RI
RI_SedSed	0.674	RI	Sed-Sed	0.326	RI
RI_SedSed	0.675	RI	Sed-Sed	0.325	RI
RI_SedSed	0.675	RI	Sed-Sed	0.325	RI
RI_SedSed	0.675	RI	Sed-Sed	0.325	RI
RI_SedSed	0.676	RI	Sed-Sed	0.324	RI
RI_SedSed	0.677	RI	Sed-Sed	0.323	RI
RI_SedSed	0.679	RI	Sed-Sed	0.321	RI
RI_SedSed	0.68	RI	Sed-Sed	0.32	RI
RI_SedSed	0.681	RI	Sed-Sed	0.319	RI
RI_SedSed	0.682	RI	Sed-Sed	0.318	RI
RI_SedSed	0.683	RI	Sed-Sed	0.317	RI
RI_SedSed	0.684	RI	Sed-Sed	0.316	RI
RI_SedSed	0.684	RI	Sed-Sed	0.316	RI
RI_SedSed	0.687	RI	Sed-Sed	0.313	RI
RI_SedSed	0.687	RI	Sed-Sed	0.313	RI
RI_SedSed	0.688	RI	Sed-Sed	0.312	RI
RI_SedSed	0.688	RI	Sed-Sed	0.312	RI
RI_SedSed	0.691	RI	Sed-Sed	0.309	RI
RI_SedSed	0.692	RI	Sed-Sed	0.308	RI
RI_SedSed	0.694	RI	Sed-Sed	0.306	RI
RI_SedSed	0.696	RI	Sed-Sed	0.304	RI
RI_SedSed	0.697	RI	Sed-Sed	0.303	RI
RI_SedSed	0.699	RI	Sed-Sed	0.301	RI
RI_SedSed	0.702	RI	Sed-Sed	0.298	RI
RI_SedSed	0.707	RI	Sed-Sed	0.293	RI
RI_SedSed	0.712	RI	Sed-Sed	0.288	RI
RI_SedSed	0.713	RI	Sed-Sed	0.287	RI
RI_SedSed	0.714	RI	Sed-Sed	0.286	RI
RI_SedSed	0.715	RI	Sed-Sed	0.285	RI
RI_SedSed	0.718	RI	Sed-Sed	0.282	RI
RI_SedSed	0.723	RI	Sed-Sed	0.277	RI
RI_SedSed	0.724	RI	Sed-Sed	0.276	RI
RI_SedSed	0.727	RI	Sed-Sed	0.273	RI
RI_SedSed	0.729	RI	Sed-Sed	0.271	RI
RI_SedSed	0.729	RI	Sed-Sed	0.271	RI
RI_SedSed	0.73	RI	Sed-Sed	0.27	RI
RI_SedSed	0.734	RI	Sed-Sed	0.266	RI
RI_SedSed	0.736	RI	Sed-Sed	0.264	RI
RI_SedSed	0.739	RI	Sed-Sed	0.261	RI
RI_SedSed	0.739	RI	Sed-Sed	0.261	RI
RI_SedSed	0.74	RI	Sed-Sed	0.26	RI
RI_SedSed	0.741	RI	Sed-Sed	0.259	RI
RI_SedSed	0.741	RI	Sed-Sed	0.259	RI
