"","variable","value"
"12261","DU_SS",0.776
"12262","DU_SS",0.442
"12263","DU_SS",0.814
"12264","DU_SS",0.929
"12265","DU_SS",0.925
"12266","DU_SS",0.505
"12267","DU_SS",0.616
"12268","DU_SS",0.745
"12269","DU_SS",0.75
"12270","DU_SS",0.704
"12271","DU_SS",0.661
"12272","DU_SS",0.86
"12273","DU_SS",0.852
"12274","DU_SS",0.815
"12275","DU_SS",0.607
"12276","DU_SS",0.683
"12277","DU_SS",0.8
"12278","DU_SS",0.927
"12279","DU_SS",0.94
"12280","DU_SS",0.653
"12281","DU_SS",0.779
"12282","DU_SS",0.807
"12283","DU_SS",0.764
"12284","DU_SS",0.469
"12285","DU_SS",0.858
"12286","DU_SS",0.91
"12287","DU_SS",0.845
"12288","DU_SS",0.67
"12289","DU_SS",0.703
"12290","DU_SS",0.783
"12291","DU_SS",0.935
"12292","DU_SS",0.943
"12293","DU_SS",0.663
"12294","DU_SS",0.747
"12295","DU_SS",0.727
"12296","DU_SS",0.656
"12297","DU_SS",0.802
"12298","DU_SS",0.808
"12299","DU_SS",0.742
"12300","DU_SS",0.642
"12301","DU_SS",0.669
"12302","DU_SS",0.647
"12303","DU_SS",0.838
"12304","DU_SS",0.87
"12305","DU_SS",0.695
"12306","DU_SS",0.705
"12307","DU_SS",0.799
"12308","DU_SS",0.709
"12309","DU_SS",0.745
"12310","DU_SS",0.771
"12311","DU_SS",0.804
"12312","DU_SS",0.667
"12313","DU_SS",0.669
"12314","DU_SS",0.888
"12315","DU_SS",0.889
"12316","DU_SS",0.384
"12317","DU_SS",0.784
"12318","DU_SS",0.889
"12319","DU_SS",0.489
"12320","DU_SS",0.798
"12321","DU_SS",0.79
"12322","DU_SS",0.359
"12323","DU_SS",0.865
"12324","DU_SS",0.949
"12325","DU_SS",0.965
"12326","DU_SS",0.744
"12327","DU_SS",0.913
"12328","DU_SS",0.446
"12329","DU_SS",0.794
"12330","DU_SS",0.818
"12331","DU_SS",0.436
"12332","DU_SS",0.87
"12333","DU_SS",0.957
"12334","DU_SS",0.971
"12335","DU_SS",0.883
"12336","DU_SS",0.905
"12337","DU_SS",0.854
"12338","DU_SS",0.735
"12339","DU_SS",0.67
"12340","DU_SS",0.822
"12341","DU_SS",0.947
"12342","DU_SS",0.962
"12343","DU_SS",0.858
"12344","DU_SS",0.813
"12345","DU_SS",0.833
"12346","DU_SS",0.869
"12347","DU_SS",0.732
"12348","DU_SS",0.933
"12349","DU_SS",0.88
"12350","DU_SS",0.759
"12351","DU_SS",0.83
"12352","DU_SS",0.552
"12353","DU_SS",0.863
"12354","DU_SS",0.922
"12355","DU_SS",0.926
"12356","DU_SS",0.74
"12357","DU_SS",0.757
"12358","DU_SS",0.725
"12359","DU_SS",0.826
"12360","DU_SS",0.81
"12361","DU_SS",0.801
"12362","DU_SS",0.825
"12363","DU_SS",0.934
"12364","DU_SS",0.931
"12365","DU_SS",0.857
"12366","DU_SS",0.947
"12367","DU_SS",0.955
"12368","DU_SS",0.724
"12369","DU_SS",0.823
"12370","DU_SS",0.815
"12371","DU_SS",NA
"12372","DU_SS",NA
"12373","DU_SS",NA
"12374","DU_SS",NA
"12375","DU_SS",NA
"12376","DU_SS",NA
"12377","DU_SS",NA
"12378","DU_SS",NA
"12379","DU_SS",NA
"12380","DU_SS",NA
"12381","DU_SS",NA
"12382","DU_SS",NA
"12383","DU_SS",NA
"12384","DU_SS",NA
"12385","DU_SS",NA
"12386","DU_SS",NA
"12387","DU_SS",NA
"12388","DU_SS",NA
"12389","DU_SS",NA
"12390","DU_SS",NA
"12391","DU_SS",NA
"12392","DU_SS",NA
"12393","DU_SS",NA
"12394","DU_SS",NA
"12395","DU_SS",NA
"12396","DU_SS",NA
"12397","DU_SS",NA
"12398","DU_SS",NA
"12399","DU_SS",NA
"12400","DU_SS",NA
"12401","DU_SS",NA
"12402","DU_SS",NA
"12403","DU_SS",NA
"12404","DU_SS",NA
"12405","DU_SS",NA
"12406","DU_SS",NA
"12407","DU_SS",NA
"12408","DU_SS",NA
"12409","DU_SS",NA
"12410","DU_SS",NA
"12411","DU_SS",NA
"12412","DU_SS",NA
"12413","DU_SS",NA
"12414","DU_SS",NA
"12415","DU_SS",NA
"12416","DU_SS",NA
"12417","DU_SS",NA
"12418","DU_SS",NA
"12419","DU_SS",NA
"12420","DU_SS",NA
"12421","DU_SS",NA
"12422","DU_SS",NA
"12423","DU_SS",NA
"12424","DU_SS",NA
"12425","DU_SS",NA
"12426","DU_SS",NA
"12427","DU_SS",NA
"12428","DU_SS",NA
"12429","DU_SS",NA
"12430","DU_SS",NA
"12431","DU_SS",NA
"12432","DU_SS",NA
"12433","DU_SS",NA
"12434","DU_SS",NA
"12435","DU_SS",NA
"12436","DU_SS",NA
"12437","DU_SS",NA
"12438","DU_SS",NA
"12439","DU_SS",NA
"12440","DU_SS",NA
"12441","DU_SS",NA
"12442","DU_SS",NA
"12443","DU_SS",NA
"12444","DU_SS",NA
"12445","DU_SS",NA
"12446","DU_SS",NA
"12447","DU_SS",NA
"12448","DU_SS",NA
"12449","DU_SS",NA
"12450","DU_SS",NA
"12451","DU_SS",NA
"12452","DU_SS",NA
"12453","DU_SS",NA
"12454","DU_SS",NA
"12455","DU_SS",NA
"12456","DU_SS",NA
"12457","DU_SS",NA
"12458","DU_SS",NA
"12459","DU_SS",NA
"12460","DU_SS",NA
"12461","DU_SS",NA
"12462","DU_SS",NA
"12463","DU_SS",NA
"12464","DU_SS",NA
"12465","DU_SS",NA
"12466","DU_SS",NA
"12467","DU_SS",NA
"12468","DU_SS",NA
"12469","DU_SS",NA
"12470","DU_SS",NA
"12471","DU_SS",NA
"12472","DU_SS",NA
"12473","DU_SS",NA
"12474","DU_SS",NA
"12475","DU_SS",NA
"12476","DU_SS",NA
"12477","DU_SS",NA
"12478","DU_SS",NA
"12479","DU_SS",NA
"12480","DU_SS",NA
"12481","DU_SS",NA
"12482","DU_SS",NA
"12483","DU_SS",NA
"12484","DU_SS",NA
"12485","DU_SS",NA
"12486","DU_SS",NA
"12487","DU_SS",NA
"12488","DU_SS",NA
"12489","DU_SS",NA
"12490","DU_SS",NA
"12491","DU_SS",NA
"12492","DU_SS",NA
"12493","DU_SS",NA
"12494","DU_SS",NA
"12495","DU_SS",NA
"12496","DU_SS",NA
"12497","DU_SS",NA
"12498","DU_SS",NA
"12499","DU_SS",NA
"12500","DU_SS",NA
"12501","DU_SS",NA
"12502","DU_SS",NA
"12503","DU_SS",NA
"12504","DU_SS",NA
"12505","DU_SS",NA
"12506","DU_SS",NA
"12507","DU_SS",NA
"12508","DU_SS",NA
"12509","DU_SS",NA
"12510","DU_SS",NA
"12511","DU_SS",NA
"12512","DU_SS",NA
"12513","DU_SS",NA
"12514","DU_SS",NA
"12515","DU_SS",NA
"12516","DU_SS",NA
"12517","DU_SS",NA
"12518","DU_SS",NA
"12519","DU_SS",NA
"12520","DU_SS",NA
"12521","DU_SS",NA
"12522","DU_SS",NA
"12523","DU_SS",NA
"12524","DU_SS",NA
"12525","DU_SS",NA
"12526","DU_SS",NA
"12527","DU_SS",NA
"12528","DU_SS",NA
"12529","DU_SS",NA
"12530","DU_SS",NA
"12531","DU_SS",NA
"12532","DU_SS",NA
"12533","DU_SS",NA
"12534","DU_SS",NA
"12535","DU_SS",NA
"12536","DU_SS",NA
"12537","DU_SS",NA
"12538","DU_SS",NA
"12539","DU_SS",NA
"12540","DU_SS",NA
"12541","DU_SS",NA
"12542","DU_SS",NA
"12543","DU_SS",NA
"12544","DU_SS",NA
"12545","DU_SS",NA
"12546","DU_SS",NA
"12547","DU_SS",NA
"12548","DU_SS",NA
"12549","DU_SS",NA
"12550","DU_SS",NA
"12551","DU_SS",NA
"12552","DU_SS",NA
"12553","DU_SS",NA
"12554","DU_SS",NA
"12555","DU_SS",NA
"12556","DU_SS",NA
"12557","DU_SS",NA
"12558","DU_SS",NA
"12559","DU_SS",NA
"12560","DU_SS",NA
"12561","DU_SS",NA
"12562","DU_SS",NA
"12563","DU_SS",NA
"12564","DU_SS",NA
"12565","DU_SS",NA
"12566","DU_SS",NA
"12567","DU_SS",NA
"12568","DU_SS",NA
"12569","DU_SS",NA
"12570","DU_SS",NA
"12571","DU_SS",NA
"12572","DU_SS",NA
"12573","DU_SS",NA
"12574","DU_SS",NA
"12575","DU_SS",NA
"12576","DU_SS",NA
"12577","DU_SS",NA
"12578","DU_SS",NA
"12579","DU_SS",NA
"12580","DU_SS",NA
"12581","DU_SS",NA
"12582","DU_SS",NA
"12583","DU_SS",NA
"12584","DU_SS",NA
"12585","DU_SS",NA
"12586","DU_SS",NA
"12587","DU_SS",NA
"12588","DU_SS",NA
"12589","DU_SS",NA
"12590","DU_SS",NA
"12591","DU_SS",NA
"12592","DU_SS",NA
"12593","DU_SS",NA
"12594","DU_SS",NA
"12595","DU_SS",NA
"12596","DU_SS",NA
"12597","DU_SS",NA
"12598","DU_SS",NA
"12599","DU_SS",NA
"12600","DU_SS",NA
"12601","DU_SS",NA
"12602","DU_SS",NA
"12603","DU_SS",NA
"12604","DU_SS",NA
"12605","DU_SS",NA
"12606","DU_SS",NA
"12607","DU_SS",NA
"12608","DU_SS",NA
"12609","DU_SS",NA
"12610","DU_SS",NA
"12611","DU_SS",NA
"12612","DU_SS",NA
"12613","DU_SS",NA
"12614","DU_SS",NA
"12615","DU_SS",NA
"12616","DU_SS",NA
"12617","DU_SS",NA
"12618","DU_SS",NA
"12619","DU_SS",NA
"12620","DU_SS",NA
"12621","DU_SS",NA
"12622","DU_SS",NA
"12623","DU_SS",NA
"12624","DU_SS",NA
"12625","DU_SS",NA
"12626","DU_SS",NA
"12627","DU_SS",NA
"12628","DU_SS",NA
"12629","DU_SS",NA
"12630","DU_SS",NA
"12631","DU_SS",NA
"12632","DU_SS",NA
"12633","DU_SS",NA
"12634","DU_SS",NA
"12635","DU_SS",NA
"12636","DU_SS",NA
"12637","DU_SS",NA
"12638","DU_SS",NA
"12639","DU_SS",NA
"12640","DU_SS",NA
"12641","DU_SS",NA
"12642","DU_SS",NA
"12643","DU_SS",NA
"12644","DU_SS",NA
"12645","DU_SS",NA
"12646","DU_SS",NA
"12647","DU_SS",NA
"12648","DU_SS",NA
"12649","DU_SS",NA
"12650","DU_SS",NA
"12651","DU_SS",NA
"12652","DU_SS",NA
"12653","DU_SS",NA
"12654","DU_SS",NA
"12655","DU_SS",NA
"12656","DU_SS",NA
"12657","DU_SS",NA
"12658","DU_SS",NA
"12659","DU_SS",NA
"12660","DU_SS",NA
"12661","DU_SS",NA
"12662","DU_SS",NA
"12663","DU_SS",NA
"12664","DU_SS",NA
"12665","DU_SS",NA
"12666","DU_SS",NA
"12667","DU_SS",NA
"12668","DU_SS",NA
"12669","DU_SS",NA
"12670","DU_SS",NA
"12671","DU_SS",NA
"12672","DU_SS",NA
"12673","DU_SS",NA
"12674","DU_SS",NA
"12675","DU_SS",NA
"12676","DU_SS",NA
"12677","DU_SS",NA
"12678","DU_SS",NA
"12679","DU_SS",NA
"12680","DU_SS",NA
"12681","DU_SS",NA
"12682","DU_SS",NA
"12683","DU_SS",NA
"12684","DU_SS",NA
"12685","DU_SS",NA
"12686","DU_SS",NA
"12687","DU_SS",NA
"12688","DU_SS",NA
"12689","DU_SS",NA
"12690","DU_SS",NA
"12691","DU_SS",NA
"12692","DU_SS",NA
"12693","DU_SS",NA
"12694","DU_SS",NA
"12695","DU_SS",NA
"12696","DU_SS",NA
"12697","DU_SS",NA
"12698","DU_SS",NA
"12699","DU_SS",NA
"12700","DU_SS",NA
"12701","DU_SS",NA
"12702","DU_SS",NA
"12703","DU_SS",NA
"12704","DU_SS",NA
"12705","DU_SS",NA
"12706","DU_SS",NA
"12707","DU_SS",NA
"12708","DU_SS",NA
"12709","DU_SS",NA
"12710","DU_SS",NA
"12711","DU_SS",NA
"12712","DU_SS",NA
"12713","DU_SS",NA
"12714","DU_SS",NA
"12715","DU_SS",NA
"12716","DU_SS",NA
"12717","DU_SS",NA
"12718","DU_SS",NA
"12719","DU_SS",NA
"12720","DU_SS",NA
"12721","DU_SS",NA
"12722","DU_SS",NA
"12723","DU_SS",NA
"12724","DU_SS",NA
"12725","DU_SS",NA
"12726","DU_SS",NA
"12727","DU_SS",NA
"12728","DU_SS",NA
"12729","DU_SS",NA
"12730","DU_SS",NA
"12731","DU_SS",NA
"12732","DU_SS",NA
"12733","DU_SS",NA
"12734","DU_SS",NA
"12735","DU_SS",NA
"12736","DU_SS",NA
"12737","DU_SS",NA
"12738","DU_SS",NA
"12739","DU_SS",NA
"12740","DU_SS",NA
"12741","DU_SS",NA
"12742","DU_SS",NA
"12743","DU_SS",NA
"12744","DU_SS",NA
"12745","DU_SS",NA
"12746","DU_SS",NA
"12747","DU_SS",NA
"12748","DU_SS",NA
"12749","DU_SS",NA
"12750","DU_SS",NA
"12751","DU_SS",NA
"12752","DU_SS",NA
"12753","DU_SS",NA
"12754","DU_SS",NA
"12755","DU_SS",NA
"12756","DU_SS",NA
"12757","DU_SS",NA
"12758","DU_SS",NA
"12759","DU_SS",NA
"12760","DU_SS",NA
"12761","DU_SS",NA
"12762","DU_SS",NA
"12763","DU_SS",NA
"12764","DU_SS",NA
"12765","DU_SS",NA
"12766","DU_SS",NA
"12767","DU_SS",NA
"12768","DU_SS",NA
"12769","DU_SS",NA
"12770","DU_SS",NA
"12771","DU_SS",NA
"12772","DU_SS",NA
"12773","DU_SS",NA
"12774","DU_SS",NA
"12775","DU_SS",NA
"12776","DU_SS",NA
"12777","DU_SS",NA
"12778","DU_SS",NA
"12779","DU_SS",NA
"12780","DU_SS",NA
"12781","DU_SS",NA
"12782","DU_SS",NA
"12783","DU_SS",NA
"12784","DU_SS",NA
"12785","DU_SS",NA
"12786","DU_SS",NA
"12787","DU_SS",NA
"12788","DU_SS",NA
"12789","DU_SS",NA
"12790","DU_SS",NA
"12791","DU_SS",NA
"12792","DU_SS",NA
"12793","DU_SS",NA
"12794","DU_SS",NA
"12795","DU_SS",NA
"12796","DU_SS",NA
"12797","DU_SS",NA
"12798","DU_SS",NA
"12799","DU_SS",NA
"12800","DU_SS",NA
"12801","DU_SS",NA
"12802","DU_SS",NA
"12803","DU_SS",NA
"12804","DU_SS",NA
"12805","DU_SS",NA
"12806","DU_SS",NA
"12807","DU_SS",NA
"12808","DU_SS",NA
"12809","DU_SS",NA
"12810","DU_SS",NA
"12811","DU_SS",NA
"12812","DU_SS",NA
"12813","DU_SS",NA
"12814","DU_SS",NA
"12815","DU_SS",NA
"12816","DU_SS",NA
"12817","DU_SS",NA
"12818","DU_SS",NA
"12819","DU_SS",NA
"12820","DU_SS",NA
"12821","DU_SS",NA
"12822","DU_SS",NA
"12823","DU_SS",NA
"12824","DU_SS",NA
"12825","DU_SS",NA
"12826","DU_SS",NA
"12827","DU_SS",NA
"12828","DU_SS",NA
"12829","DU_SS",NA
"12830","DU_SS",NA
"12831","DU_SS",NA
"12832","DU_SS",NA
"12833","DU_SS",NA
"12834","DU_SS",NA
"12835","DU_SS",NA
"12836","DU_SS",NA
"12837","DU_SS",NA
"12838","DU_SS",NA
"12839","DU_SS",NA
"12840","DU_SS",NA
"12841","DU_SS",NA
"12842","DU_SS",NA
"12843","DU_SS",NA
"12844","DU_SS",NA
"12845","DU_SS",NA
"12846","DU_SS",NA
"12847","DU_SS",NA
"12848","DU_SS",NA
"12849","DU_SS",NA
"12850","DU_SS",NA
"12851","DU_SS",NA
"12852","DU_SS",NA
"12853","DU_SS",NA
"12854","DU_SS",NA
"12855","DU_SS",NA
"12856","DU_SS",NA
"12857","DU_SS",NA
"12858","DU_SS",NA
"12859","DU_SS",NA
"12860","DU_SS",NA
"12861","DU_SS",NA
"12862","DU_SS",NA
"12863","DU_SS",NA
"12864","DU_SS",NA
"12865","DU_SS",NA
"12866","DU_SS",NA
"12867","DU_SS",NA
"12868","DU_SS",NA
"12869","DU_SS",NA
"12870","DU_SS",NA
"12871","DU_SS",NA
"12872","DU_SS",NA
"12873","DU_SS",NA
"12874","DU_SS",NA
"12875","DU_SS",NA
"12876","DU_SS",NA
"12877","DU_SS",NA
"12878","DU_SS",NA
"12879","DU_SS",NA
"12880","DU_SS",NA
"12881","DU_SS",NA
"12882","DU_SS",NA
"12883","DU_SS",NA
"12884","DU_SS",NA
"12885","DU_SS",NA
"12886","DU_SS",NA
"12887","DU_SS",NA
"12888","DU_SS",NA
"12889","DU_SS",NA
"12890","DU_SS",NA
"12891","DU_SS",NA
"12892","DU_SS",NA
"12893","DU_SS",NA
"12894","DU_SS",NA
"12895","DU_SS",NA
"12896","DU_SS",NA
"12897","DU_SS",NA
"12898","DU_SS",NA
"12899","DU_SS",NA
"12900","DU_SS",NA
"12901","DU_SS",NA
"12902","DU_SS",NA
"12903","DU_SS",NA
"12904","DU_SS",NA
"12905","DU_SS",NA
"12906","DU_SS",NA
"12907","DU_SS",NA
"12908","DU_SS",NA
"12909","DU_SS",NA
"12910","DU_SS",NA
"12911","DU_SS",NA
"12912","DU_SS",NA
"12913","DU_SS",NA
"12914","DU_SS",NA
"12915","DU_SS",NA
"12916","DU_SS",NA
"12917","DU_SS",NA
"12918","DU_SS",NA
"12919","DU_SS",NA
"12920","DU_SS",NA
"12921","DU_SS",NA
"12922","DU_SS",NA
"12923","DU_SS",NA
"12924","DU_SS",NA
"12925","DU_SS",NA
"12926","DU_SS",NA
"12927","DU_SS",NA
"12928","DU_SS",NA
"12929","DU_SS",NA
"12930","DU_SS",NA
"12931","DU_SS",NA
"12932","DU_SS",NA
"12933","DU_SS",NA
"12934","DU_SS",NA
"12935","DU_SS",NA
"12936","DU_SS",NA
"12937","DU_SS",NA
"12938","DU_SS",NA
"12939","DU_SS",NA
"12940","DU_SS",NA
"12941","DU_SS",NA
"12942","DU_SS",NA
"12943","DU_SS",NA
"12944","DU_SS",NA
"12945","DU_SS",NA
"12946","DU_SS",NA
"12947","DU_SS",NA
"12948","DU_SS",NA
"12949","DU_SS",NA
"12950","DU_SS",NA
"12951","DU_SS",NA
"12952","DU_SS",NA
"12953","DU_SS",NA
"12954","DU_SS",NA
"12955","DU_SS",NA
"12956","DU_SS",NA
"12957","DU_SS",NA
"12958","DU_SS",NA
"12959","DU_SS",NA
"12960","DU_SS",NA
"12961","DU_SS",NA
"12962","DU_SS",NA
"12963","DU_SS",NA
"12964","DU_SS",NA
"12965","DU_SS",NA
"12966","DU_SS",NA
"12967","DU_SS",NA
"12968","DU_SS",NA
"12969","DU_SS",NA
"12970","DU_SS",NA
"12971","DU_SS",NA
"12972","DU_SS",NA
"12973","DU_SS",NA
"12974","DU_SS",NA
"12975","DU_SS",NA
"12976","DU_SS",NA
"12977","DU_SS",NA
"12978","DU_SS",NA
"12979","DU_SS",NA
"12980","DU_SS",NA
"12981","DU_SS",NA
"12982","DU_SS",NA
"12983","DU_SS",NA
"12984","DU_SS",NA
"12985","DU_SS",NA
"12986","DU_SS",NA
"12987","DU_SS",NA
"12988","DU_SS",NA
"12989","DU_SS",NA
"12990","DU_SS",NA
"12991","DU_SS",NA
"12992","DU_SS",NA
"12993","DU_SS",NA
"12994","DU_SS",NA
"12995","DU_SS",NA
"12996","DU_SS",NA
"12997","DU_SS",NA
"12998","DU_SS",NA
"12999","DU_SS",NA
"13000","DU_SS",NA
"13001","DU_SS",NA
"13002","DU_SS",NA
"13003","DU_SS",NA
"13004","DU_SS",NA
"13005","DU_SS",NA
"13006","DU_SS",NA
"13007","DU_SS",NA
"13008","DU_SS",NA
"13009","DU_SS",NA
"13010","DU_SS",NA
"13011","DU_SS",NA
"13012","DU_SS",NA
"13013","DU_SS",NA
"13014","DU_SS",NA
"13015","DU_SS",NA
"13016","DU_SS",NA
"13017","DU_SS",NA
"13018","DU_SS",NA
"13019","DU_SS",NA
"13020","DU_SS",NA
"13021","DU_SS",NA
"13022","DU_SS",NA
"13023","DU_SS",NA
"13024","DU_SS",NA
"13025","DU_SS",NA
"13026","DU_SS",NA
"13027","DU_SS",NA
"13028","DU_SS",NA
"13029","DU_SS",NA
"13030","DU_SS",NA
"13031","DU_SS",NA
"13032","DU_SS",NA
"13033","DU_SS",NA
"13034","DU_SS",NA
"13035","DU_SS",NA
"13036","DU_SS",NA
"13037","DU_SS",NA
"13038","DU_SS",NA
"13039","DU_SS",NA
"13040","DU_SS",NA
"13041","DU_SS",NA
"13042","DU_SS",NA
"13043","DU_SS",NA
"13044","DU_SS",NA
"13045","DU_SS",NA
"13046","DU_SS",NA
"13047","DU_SS",NA
"13048","DU_SS",NA
"13049","DU_SS",NA
"13050","DU_SS",NA
"13051","DU_SS",NA
"13052","DU_SS",NA
"13053","DU_SS",NA
"13054","DU_SS",NA
"13055","DU_SS",NA
"13056","DU_SS",NA
"13057","DU_SS",NA
"13058","DU_SS",NA
"13059","DU_SS",NA
"13060","DU_SS",NA
"13061","DU_SS",NA
"13062","DU_SS",NA
"13063","DU_SS",NA
"13064","DU_SS",NA
"13065","DU_SS",NA
"13066","DU_SS",NA
"13067","DU_SS",NA
"13068","DU_SS",NA
"13069","DU_SS",NA
"13070","DU_SS",NA
"13071","DU_SS",NA
"13072","DU_SS",NA
"13073","DU_SS",NA
"13074","DU_SS",NA
"13075","DU_SS",NA
"13076","DU_SS",NA
"13077","DU_SS",NA
"13078","DU_SS",NA
"13079","DU_SS",NA
"13080","DU_SS",NA
"13081","DU_SS",NA
"13082","DU_SS",NA
"13083","DU_SS",NA
"13084","DU_SS",NA
"13085","DU_SS",NA
"13086","DU_SS",NA
"13087","DU_SS",NA
"13088","DU_SS",NA
"13089","DU_SS",NA
"13090","DU_SS",NA
"13091","DU_SS",NA
"13092","DU_SS",NA
"13093","DU_SS",NA
"13094","DU_SS",NA
"13095","DU_SS",NA
"13096","DU_SS",NA
"13097","DU_SS",NA
"13098","DU_SS",NA
"13099","DU_SS",NA
"13100","DU_SS",NA
"13101","DU_SS",NA
"13102","DU_SS",NA
"13103","DU_SS",NA
"13104","DU_SS",NA
"13105","DU_SS",NA
"13106","DU_SS",NA
"13107","DU_SS",NA
"13108","DU_SS",NA
"13109","DU_SS",NA
"13110","DU_SS",NA
"13111","DU_SS",NA
"13112","DU_SS",NA
"13113","DU_SS",NA
"13114","DU_SS",NA
"13115","DU_SS",NA
"13116","DU_SS",NA
"13117","DU_SS",NA
"13118","DU_SS",NA
"13119","DU_SS",NA
"13120","DU_SS",NA
"13121","DU_SS",NA
"13122","DU_SS",NA
"13123","DU_SS",NA
"13124","DU_SS",NA
"13125","DU_SS",NA
"13126","DU_SS",NA
"13127","DU_SS",NA
"13128","DU_SS",NA
"13129","DU_SS",NA
"13130","DU_SS",NA
"13131","DU_SS",NA
"13132","DU_SS",NA
"13133","DU_SS",NA
"13134","DU_SS",NA
"13135","DU_SS",NA
"13136","DU_SS",NA
"13137","DU_SS",NA
"13138","DU_SS",NA
"13139","DU_SS",NA
"13140","DU_SS",NA
"13141","DU_SS",NA
"13142","DU_SS",NA
"13143","DU_SS",NA
"13144","DU_SS",NA
"13145","DU_SS",NA
"13146","DU_SS",NA
"13147","DU_SS",NA
"13148","DU_SS",NA
"13149","DU_SS",NA
"13150","DU_SS",NA
"13151","DU_SS",NA
"13152","DU_SS",NA
"13153","DU_SS",NA
"13154","DU_SS",NA
"13155","DU_SS",NA
"13156","DU_SS",NA
"13157","DU_SS",NA
"13158","DU_SS",NA
"13159","DU_SS",NA
"13160","DU_SS",NA
"13161","DU_SS",NA
"13162","DU_SS",NA
"13163","DU_SS",NA
"13164","DU_SS",NA
"13165","DU_SS",NA
"13166","DU_SS",NA
"13167","DU_SS",NA
"13168","DU_SS",NA
"13169","DU_SS",NA
"13170","DU_SS",NA
"13171","DU_SS",NA
"13172","DU_SS",NA
"13173","DU_SS",NA
"13174","DU_SS",NA
"13175","DU_SS",NA
"13176","DU_SS",NA
"13177","DU_SS",NA
"13178","DU_SS",NA
"13179","DU_SS",NA
"13180","DU_SS",NA
"13181","DU_SS",NA
"13182","DU_SS",NA
"13183","DU_SS",NA
"13184","DU_SS",NA
"13185","DU_SS",NA
"13186","DU_SS",NA
"13187","DU_SS",NA
"13188","DU_SS",NA
"13189","DU_SS",NA
"13190","DU_SS",NA
"13191","DU_SS",NA
"13192","DU_SS",NA
"13193","DU_SS",NA
"13194","DU_SS",NA
"13195","DU_SS",NA
"13196","DU_SS",NA
"13197","DU_SS",NA
"13198","DU_SS",NA
"13199","DU_SS",NA
"13200","DU_SS",NA
"13201","DU_SS",NA
"13202","DU_SS",NA
"13203","DU_SS",NA
"13204","DU_SS",NA
"13205","DU_SS",NA
"13206","DU_SS",NA
"13207","DU_SS",NA
"13208","DU_SS",NA
"13209","DU_SS",NA
"13210","DU_SS",NA
"13211","DU_SS",NA
"13212","DU_SS",NA
"13213","DU_SS",NA
"13214","DU_SS",NA
"13215","DU_SS",NA
"13216","DU_SS",NA
"13217","DU_SS",NA
"13218","DU_SS",NA
"13219","DU_SS",NA
"13220","DU_SS",NA
"13221","DU_SS",NA
"13222","DU_SS",NA
"13223","DU_SS",NA
"13224","DU_SS",NA
"13225","DU_SS",NA
"13226","DU_SS",NA
"13227","DU_SS",NA
"13228","DU_SS",NA
"13229","DU_SS",NA
"13230","DU_SS",NA
"13231","DU_SS",NA
"13232","DU_SS",NA
"13233","DU_SS",NA
"13234","DU_SS",NA
"13235","DU_SS",NA
"13236","DU_SS",NA
"13237","DU_SS",NA
"13238","DU_SS",NA
"13239","DU_SS",NA
"13240","DU_SS",NA
"13241","DU_SS",NA
"13242","DU_SS",NA
"13243","DU_SS",NA
"13244","DU_SS",NA
"13245","DU_SS",NA
"13246","DU_SS",NA
"13247","DU_SS",NA
"13248","DU_SS",NA
"13249","DU_SS",NA
"13250","DU_SS",NA
"13251","DU_SS",NA
"13252","DU_SS",NA
"13253","DU_SS",NA
"13254","DU_SS",NA
"13255","DU_SS",NA
"13256","DU_SS",NA
"13257","DU_SS",NA
"13258","DU_SS",NA
"13259","DU_SS",NA
"13260","DU_SS",NA
"13261","DU_SS",NA
"13262","DU_SS",NA
"13263","DU_SS",NA
"13264","DU_SS",NA
"13265","DU_SS",NA
"13266","DU_SS",NA
"13267","DU_SS",NA
"13268","DU_SS",NA
"13269","DU_SS",NA
"13270","DU_SS",NA
"13271","DU_SS",NA
"13272","DU_SS",NA
"13273","DU_SS",NA
"13274","DU_SS",NA
"13275","DU_SS",NA
"13276","DU_SS",NA
"13277","DU_SS",NA
"13278","DU_SS",NA
"13279","DU_SS",NA
"13280","DU_SS",NA
"13281","DU_SS",NA
"13282","DU_SS",NA
"13283","DU_SS",NA
"13284","DU_SS",NA
"13285","DU_SS",NA
"13286","DU_SS",NA
"13287","DU_SS",NA
"13288","DU_SS",NA
"13289","DU_SS",NA
"13290","DU_SS",NA
"13291","DU_SS",NA
"13292","DU_SS",NA
"13293","DU_SS",NA
"13294","DU_SS",NA
"13295","DU_SS",NA
"13296","DU_SS",NA
"13297","DU_SS",NA
"13298","DU_SS",NA
"13299","DU_SS",NA
"13300","DU_SS",NA
"13301","DU_SS",NA
"13302","DU_SS",NA
"13303","DU_SS",NA
"13304","DU_SS",NA
"13305","DU_SS",NA
"13306","DU_SS",NA
"13307","DU_SS",NA
"13308","DU_SS",NA
"13309","DU_SS",NA
"13310","DU_SS",NA
"13311","DU_SS",NA
"13312","DU_SS",NA
"13313","DU_SS",NA
"13314","DU_SS",NA
"13315","DU_SS",NA
"13316","DU_SS",NA
"13317","DU_SS",NA
"13318","DU_SS",NA
"13319","DU_SS",NA
"13320","DU_SS",NA
"13321","DU_SS",NA
"13322","DU_SS",NA
"13323","DU_SS",NA
"13324","DU_SS",NA
"13325","DU_SS",NA
"13326","DU_SS",NA
"13327","DU_SS",NA
