"","variable","value"
"18364","DU_SG",NA
"18365","DU_SG",NA
"18366","DU_SG",NA
"18367","DU_SG",NA
"18368","DU_SG",NA
"18369","DU_SG",NA
"18370","DU_SG",NA
"18371","DU_SG",NA
"18372","DU_SG",NA
"18373","DU_SG",NA
"18374","DU_SG",NA
"18375","DU_SG",NA
"18376","DU_Ssed",0.895
"18377","DU_Ssed",0.916
"18378","DU_Ssed",0.89
"18379","DU_Ssed",0.896
"18380","DU_Ssed",0.883
"18381","DU_Ssed",0.88
"18382","DU_Ssed",0.875
"18383","DU_Ssed",0.889
"18384","DU_Ssed",0.882
"18385","DU_Ssed",0.885
"18386","DU_Ssed",0.905
"18387","DU_Ssed",0.882
"18388","DU_Ssed",0.869
"18389","DU_Ssed",0.894
"18390","DU_Ssed",0.867
"18391","DU_Ssed",0.93
"18392","DU_Ssed",0.908
"18393","DU_Ssed",0.907
"18394","DU_Ssed",0.936
"18395","DU_Ssed",0.933
"18396","DU_Ssed",0.908
"18397","DU_Ssed",0.921
"18398","DU_Ssed",0.914
"18399","DU_Ssed",0.889
"18400","DU_Ssed",0.903
"18401","DU_Ssed",0.908
"18402","DU_Ssed",0.902
"18403","DU_Ssed",0.91
"18404","DU_Ssed",0.912
"18405","DU_Ssed",0.907
"18406","DU_Ssed",0.922
"18407","DU_Ssed",0.925
"18408","DU_Ssed",0.92
"18409","DU_Ssed",0.919
"18410","DU_Ssed",0.932
"18411","DU_Ssed",0.878
"18412","DU_Ssed",0.883
"18413","DU_Ssed",0.877
"18414","DU_Ssed",0.894
"18415","DU_Ssed",0.9
"18416","DU_Ssed",0.919
"18417","DU_Ssed",0.908
"18418","DU_Ssed",0.911
"18419","DU_Ssed",0.928
"18420","DU_Ssed",0.904
"18421","DU_Ssed",0.905
"18422","DU_Ssed",0.909
"18423","DU_Ssed",0.902
"18424","DU_Ssed",0.895
"18425","DU_Ssed",0.904
"18426","DU_Ssed",0.894
"18427","DU_Ssed",0.912
"18428","DU_Ssed",0.885
"18429","DU_Ssed",0.895
"18430","DU_Ssed",0.887
"18431","DU_Ssed",0.877
"18432","DU_Ssed",0.87
"18433","DU_Ssed",0.894
"18434","DU_Ssed",0.883
"18435","DU_Ssed",0.884
"18436","DU_Ssed",0.908
"18437","DU_Ssed",0.892
"18438","DU_Ssed",0.871
"18439","DU_Ssed",0.902
"18440","DU_Ssed",0.874
"18441","DU_Ssed",0.925
"18442","DU_Ssed",0.912
"18443","DU_Ssed",0.902
"18444","DU_Ssed",0.929
"18445","DU_Ssed",0.923
"18446","DU_Ssed",0.916
"18447","DU_Ssed",0.923
"18448","DU_Ssed",0.922
"18449","DU_Ssed",0.901
"18450","DU_Ssed",0.91
"18451","DU_Ssed",0.907
"18452","DU_Ssed",0.92
"18453","DU_Ssed",0.916
"18454","DU_Ssed",0.92
"18455","DU_Ssed",0.912
"18456","DU_Ssed",0.925
"18457","DU_Ssed",0.922
"18458","DU_Ssed",0.928
"18459","DU_Ssed",0.922
"18460","DU_Ssed",0.933
"18461","DU_Ssed",0.879
"18462","DU_Ssed",0.901
"18463","DU_Ssed",0.881
"18464","DU_Ssed",0.914
"18465","DU_Ssed",0.908
"18466","DU_Ssed",0.913
"18467","DU_Ssed",0.909
"18468","DU_Ssed",0.908
"18469","DU_Ssed",0.923
"18470","DU_Ssed",0.902
"18471","DU_Ssed",0.902
"18472","DU_Ssed",0.908
"18473","DU_Ssed",0.903
"18474","DU_Ssed",0.906
"18475","DU_Ssed",0.913
"18476","DU_Ssed",0.884
"18477","DU_Ssed",0.915
"18478","DU_Ssed",0.882
"18479","DU_Ssed",0.882
"18480","DU_Ssed",0.878
"18481","DU_Ssed",0.869
"18482","DU_Ssed",0.873
"18483","DU_Ssed",0.881
"18484","DU_Ssed",0.878
"18485","DU_Ssed",0.873
"18486","DU_Ssed",0.893
"18487","DU_Ssed",0.881
"18488","DU_Ssed",0.881
"18489","DU_Ssed",0.887
"18490","DU_Ssed",0.861
"18491","DU_Ssed",0.907
"18492","DU_Ssed",0.889
"18493","DU_Ssed",0.882
"18494","DU_Ssed",0.921
"18495","DU_Ssed",0.914
"18496","DU_Ssed",0.905
"18497","DU_Ssed",0.908
"18498","DU_Ssed",0.916
"18499","DU_Ssed",0.892
"18500","DU_Ssed",0.901
"18501","DU_Ssed",0.904
"18502","DU_Ssed",0.904
"18503","DU_Ssed",0.906
"18504","DU_Ssed",0.903
"18505","DU_Ssed",0.892
"18506","DU_Ssed",0.913
"18507","DU_Ssed",0.909
"18508","DU_Ssed",0.914
"18509","DU_Ssed",0.914
"18510","DU_Ssed",0.928
"18511","DU_Ssed",0.862
"18512","DU_Ssed",0.886
"18513","DU_Ssed",0.87
"18514","DU_Ssed",0.891
"18515","DU_Ssed",0.89
"18516","DU_Ssed",0.909
"18517","DU_Ssed",0.902
"18518","DU_Ssed",0.89
"18519","DU_Ssed",0.916
"18520","DU_Ssed",0.897
"18521","DU_Ssed",0.895
"18522","DU_Ssed",0.896
"18523","DU_Ssed",0.898
"18524","DU_Ssed",0.896
"18525","DU_Ssed",0.902
"18526","DU_Ssed",0.81
"18527","DU_Ssed",0.829
"18528","DU_Ssed",0.787
"18529","DU_Ssed",0.802
"18530","DU_Ssed",0.808
"18531","DU_Ssed",0.801
"18532","DU_Ssed",0.791
"18533","DU_Ssed",0.799
"18534","DU_Ssed",0.792
"18535","DU_Ssed",0.779
"18536","DU_Ssed",0.825
"18537","DU_Ssed",0.782
"18538","DU_Ssed",0.737
"18539","DU_Ssed",0.808
"18540","DU_Ssed",0.779
"18541","DU_Ssed",0.832
"18542","DU_Ssed",0.803
"18543","DU_Ssed",0.807
"18544","DU_Ssed",0.847
"18545","DU_Ssed",0.841
"18546","DU_Ssed",0.834
"18547","DU_Ssed",0.855
"18548","DU_Ssed",0.86
"18549","DU_Ssed",0.833
"18550","DU_Ssed",0.847
"18551","DU_Ssed",0.834
"18552","DU_Ssed",0.834
"18553","DU_Ssed",0.839
"18554","DU_Ssed",0.839
"18555","DU_Ssed",0.821
"18556","DU_Ssed",0.845
"18557","DU_Ssed",0.83
"18558","DU_Ssed",0.849
"18559","DU_Ssed",0.856
"18560","DU_Ssed",0.873
"18561","DU_Ssed",0.786
"18562","DU_Ssed",0.822
"18563","DU_Ssed",0.783
"18564","DU_Ssed",0.833
"18565","DU_Ssed",0.828
"18566","DU_Ssed",0.816
"18567","DU_Ssed",0.807
"18568","DU_Ssed",0.811
"18569","DU_Ssed",0.841
"18570","DU_Ssed",0.816
"18571","DU_Ssed",0.809
"18572","DU_Ssed",0.816
"18573","DU_Ssed",0.814
"18574","DU_Ssed",0.826
"18575","DU_Ssed",0.809
"18576","DU_Ssed",0.817
"18577","DU_Ssed",0.83
"18578","DU_Ssed",0.81
"18579","DU_Ssed",0.818
"18580","DU_Ssed",0.796
"18581","DU_Ssed",0.806
"18582","DU_Ssed",0.797
"18583","DU_Ssed",0.798
"18584","DU_Ssed",0.811
"18585","DU_Ssed",0.789
"18586","DU_Ssed",0.824
"18587","DU_Ssed",0.811
"18588","DU_Ssed",0.825
"18589","DU_Ssed",0.79
"18590","DU_Ssed",0.78
"18591","DU_Ssed",0.829
"18592","DU_Ssed",0.815
"18593","DU_Ssed",0.812
"18594","DU_Ssed",0.838
"18595","DU_Ssed",0.827
"18596","DU_Ssed",0.818
"18597","DU_Ssed",0.842
"18598","DU_Ssed",0.83
"18599","DU_Ssed",0.822
"18600","DU_Ssed",0.821
"18601","DU_Ssed",0.813
"18602","DU_Ssed",0.822
"18603","DU_Ssed",0.813
"18604","DU_Ssed",0.833
"18605","DU_Ssed",0.811
"18606","DU_Ssed",0.839
"18607","DU_Ssed",0.812
"18608","DU_Ssed",0.845
"18609","DU_Ssed",0.818
"18610","DU_Ssed",0.856
"18611","DU_Ssed",0.791
"18612","DU_Ssed",0.824
"18613","DU_Ssed",0.812
"18614","DU_Ssed",0.839
"18615","DU_Ssed",0.818
"18616","DU_Ssed",0.805
"18617","DU_Ssed",0.793
"18618","DU_Ssed",0.8
"18619","DU_Ssed",0.825
"18620","DU_Ssed",0.793
"18621","DU_Ssed",0.81
"18622","DU_Ssed",0.813
"18623","DU_Ssed",0.802
"18624","DU_Ssed",0.793
"18625","DU_Ssed",0.807
"18626","DU_Ssed",0.943
"18627","DU_Ssed",0.946
"18628","DU_Ssed",0.942
"18629","DU_Ssed",0.932
"18630","DU_Ssed",0.937
"18631","DU_Ssed",0.928
"18632","DU_Ssed",0.933
"18633","DU_Ssed",0.938
"18634","DU_Ssed",0.929
"18635","DU_Ssed",0.936
"18636","DU_Ssed",0.943
"18637","DU_Ssed",0.941
"18638","DU_Ssed",0.938
"18639","DU_Ssed",0.942
"18640","DU_Ssed",0.934
"18641","DU_Ssed",0.958
"18642","DU_Ssed",0.95
"18643","DU_Ssed",0.944
"18644","DU_Ssed",0.968
"18645","DU_Ssed",0.962
"18646","DU_Ssed",0.948
"18647","DU_Ssed",0.956
"18648","DU_Ssed",0.95
"18649","DU_Ssed",0.936
"18650","DU_Ssed",0.948
"18651","DU_Ssed",0.95
"18652","DU_Ssed",0.951
"18653","DU_Ssed",0.952
"18654","DU_Ssed",0.955
"18655","DU_Ssed",0.951
"18656","DU_Ssed",0.954
"18657","DU_Ssed",0.955
"18658","DU_Ssed",0.956
"18659","DU_Ssed",0.948
"18660","DU_Ssed",0.962
"18661","DU_Ssed",0.933
"18662","DU_Ssed",0.938
"18663","DU_Ssed",0.94
"18664","DU_Ssed",0.948
"18665","DU_Ssed",0.94
"18666","DU_Ssed",0.951
"18667","DU_Ssed",0.948
"18668","DU_Ssed",0.954
"18669","DU_Ssed",0.951
"18670","DU_Ssed",0.948
"18671","DU_Ssed",0.952
"18672","DU_Ssed",0.947
"18673","DU_Ssed",0.947
"18674","DU_Ssed",0.945
"18675","DU_Ssed",0.949
"18676","DU_Ssed",0.962
"18677","DU_Ssed",0.959
"18678","DU_Ssed",0.966
"18679","DU_Ssed",0.959
"18680","DU_Ssed",0.955
"18681","DU_Ssed",0.953
"18682","DU_Ssed",0.955
"18683","DU_Ssed",0.959
"18684","DU_Ssed",0.961
"18685","DU_Ssed",0.96
"18686","DU_Ssed",0.967
"18687","DU_Ssed",0.967
"18688","DU_Ssed",0.957
"18689","DU_Ssed",0.965
"18690","DU_Ssed",0.959
"18691","DU_Ssed",0.975
"18692","DU_Ssed",0.967
"18693","DU_Ssed",0.965
"18694","DU_Ssed",0.98
"18695","DU_Ssed",0.98
"18696","DU_Ssed",0.966
"18697","DU_Ssed",0.972
"18698","DU_Ssed",0.966
"18699","DU_Ssed",0.964
"18700","DU_Ssed",0.966
"18701","DU_Ssed",0.971
"18702","DU_Ssed",0.966
"18703","DU_Ssed",0.974
"18704","DU_Ssed",0.974
"18705","DU_Ssed",0.963
"18706","DU_Ssed",0.977
"18707","DU_Ssed",0.972
"18708","DU_Ssed",0.976
"18709","DU_Ssed",0.975
"18710","DU_Ssed",0.981
"18711","DU_Ssed",0.961
"18712","DU_Ssed",0.962
"18713","DU_Ssed",0.961
"18714","DU_Ssed",0.962
"18715","DU_Ssed",0.965
"18716","DU_Ssed",0.972
"18717","DU_Ssed",0.966
"18718","DU_Ssed",0.969
"18719","DU_Ssed",0.979
"18720","DU_Ssed",0.97
"18721","DU_Ssed",0.968
"18722","DU_Ssed",0.966
"18723","DU_Ssed",0.963
"18724","DU_Ssed",0.961
"18725","DU_Ssed",0.969
"18726","DU_Ssed",0.916
"18727","DU_Ssed",0.933
"18728","DU_Ssed",0.903
"18729","DU_Ssed",0.921
"18730","DU_Ssed",0.92
"18731","DU_Ssed",0.91
"18732","DU_Ssed",0.906
"18733","DU_Ssed",0.92
"18734","DU_Ssed",0.897
"18735","DU_Ssed",0.907
"18736","DU_Ssed",0.925
"18737","DU_Ssed",0.913
"18738","DU_Ssed",0.87
"18739","DU_Ssed",0.919
"18740","DU_Ssed",0.889
"18741","DU_Ssed",0.94
"18742","DU_Ssed",0.92
"18743","DU_Ssed",0.923
"18744","DU_Ssed",0.939
"18745","DU_Ssed",0.942
"18746","DU_Ssed",0.938
"18747","DU_Ssed",0.937
"18748","DU_Ssed",0.937
"18749","DU_Ssed",0.924
"18750","DU_Ssed",0.924
"18751","DU_Ssed",0.931
"18752","DU_Ssed",0.936
"18753","DU_Ssed",0.94
"18754","DU_Ssed",0.94
"18755","DU_Ssed",0.93
"18756","DU_Ssed",0.944
"18757","DU_Ssed",0.943
"18758","DU_Ssed",0.936
"18759","DU_Ssed",0.944
"18760","DU_Ssed",0.946
"18761","DU_Ssed",0.902
"18762","DU_Ssed",0.917
"18763","DU_Ssed",0.894
"18764","DU_Ssed",0.929
"18765","DU_Ssed",0.922
"18766","DU_Ssed",0.936
"18767","DU_Ssed",0.931
"18768","DU_Ssed",0.925
"18769","DU_Ssed",0.943
"18770","DU_Ssed",0.929
"18771","DU_Ssed",0.933
"18772","DU_Ssed",0.928
"18773","DU_Ssed",0.923
"18774","DU_Ssed",0.927
"18775","DU_Ssed",0.934
"18776","DU_Ssed",0.798
"18777","DU_Ssed",0.796
"18778","DU_Ssed",0.775
"18779","DU_Ssed",0.78
"18780","DU_Ssed",0.777
"18781","DU_Ssed",0.77
"18782","DU_Ssed",0.768
"18783","DU_Ssed",0.788
"18784","DU_Ssed",0.786
"18785","DU_Ssed",0.77
"18786","DU_Ssed",0.786
"18787","DU_Ssed",0.796
"18788","DU_Ssed",0.804
"18789","DU_Ssed",0.757
"18790","DU_Ssed",0.764
"18791","DU_Ssed",0.81
"18792","DU_Ssed",0.782
"18793","DU_Ssed",0.792
"18794","DU_Ssed",0.815
"18795","DU_Ssed",0.794
"18796","DU_Ssed",0.743
"18797","DU_Ssed",0.734
"18798","DU_Ssed",0.729
"18799","DU_Ssed",0.767
"18800","DU_Ssed",0.754
"18801","DU_Ssed",0.754
"18802","DU_Ssed",0.718
"18803","DU_Ssed",0.724
"18804","DU_Ssed",0.77
"18805","DU_Ssed",0.753
"18806","DU_Ssed",0.767
"18807","DU_Ssed",0.745
"18808","DU_Ssed",0.731
"18809","DU_Ssed",0.747
"18810","DU_Ssed",0.766
"18811","DU_Ssed",0.783
"18812","DU_Ssed",0.767
"18813","DU_Ssed",0.769
"18814","DU_Ssed",0.731
"18815","DU_Ssed",0.779
"18816","DU_Ssed",0.784
"18817","DU_Ssed",0.782
"18818","DU_Ssed",0.766
"18819","DU_Ssed",0.801
"18820","DU_Ssed",0.764
"18821","DU_Ssed",0.764
"18822","DU_Ssed",0.768
"18823","DU_Ssed",0.768
"18824","DU_Ssed",0.757
"18825","DU_Ssed",0.768
"18826","DU_Ssed",0.942
"18827","DU_Ssed",0.942
"18828","DU_Ssed",0.943
"18829","DU_Ssed",0.942
"18830","DU_Ssed",0.941
"18831","DU_Ssed",0.936
"18832","DU_Ssed",0.941
"18833","DU_Ssed",0.941
"18834","DU_Ssed",0.944
"18835","DU_Ssed",0.938
"18836","DU_Ssed",0.938
"18837","DU_Ssed",0.946
"18838","DU_Ssed",0.942
"18839","DU_Ssed",0.938
"18840","DU_Ssed",0.936
"18841","DU_Ssed",0.953
"18842","DU_Ssed",0.942
"18843","DU_Ssed",0.942
"18844","DU_Ssed",0.955
"18845","DU_Ssed",0.946
"18846","DU_Ssed",0.931
"18847","DU_Ssed",0.946
"18848","DU_Ssed",0.943
"18849","DU_Ssed",0.935
"18850","DU_Ssed",0.941
"18851","DU_Ssed",0.935
"18852","DU_Ssed",0.941
"18853","DU_Ssed",0.941
"18854","DU_Ssed",0.952
"18855","DU_Ssed",0.943
"18856","DU_Ssed",0.941
"18857","DU_Ssed",0.942
"18858","DU_Ssed",0.943
"18859","DU_Ssed",0.943
"18860","DU_Ssed",0.948
"18861","DU_Ssed",0.935
"18862","DU_Ssed",0.937
"18863","DU_Ssed",0.94
"18864","DU_Ssed",0.937
"18865","DU_Ssed",0.944
"18866","DU_Ssed",0.937
"18867","DU_Ssed",0.938
"18868","DU_Ssed",0.937
"18869","DU_Ssed",0.95
"18870","DU_Ssed",0.937
"18871","DU_Ssed",0.937
"18872","DU_Ssed",0.94
"18873","DU_Ssed",0.946
"18874","DU_Ssed",0.938
"18875","DU_Ssed",0.937
"18876","DU_Ssed",0.91
"18877","DU_Ssed",0.914
"18878","DU_Ssed",0.899
"18879","DU_Ssed",0.899
"18880","DU_Ssed",0.9
"18881","DU_Ssed",0.903
"18882","DU_Ssed",0.878
"18883","DU_Ssed",0.907
"18884","DU_Ssed",0.898
"18885","DU_Ssed",0.911
"18886","DU_Ssed",0.914
"18887","DU_Ssed",0.899
"18888","DU_Ssed",0.91
"18889","DU_Ssed",0.9
"18890","DU_Ssed",0.901
"18891","DU_Ssed",0.92
"18892","DU_Ssed",0.918
"18893","DU_Ssed",0.918
"18894","DU_Ssed",0.932
"18895","DU_Ssed",0.924
"18896","DU_Ssed",0.906
"18897","DU_Ssed",0.912
"18898","DU_Ssed",0.902
"18899","DU_Ssed",0.895
"18900","DU_Ssed",0.9
"18901","DU_Ssed",0.902
"18902","DU_Ssed",0.904
"18903","DU_Ssed",0.907
"18904","DU_Ssed",0.906
"18905","DU_Ssed",0.903
"18906","DU_Ssed",0.919
"18907","DU_Ssed",0.909
"18908","DU_Ssed",0.912
"18909","DU_Ssed",0.903
"18910","DU_Ssed",0.924
"18911","DU_Ssed",0.892
"18912","DU_Ssed",0.878
"18913","DU_Ssed",0.887
"18914","DU_Ssed",0.904
"18915","DU_Ssed",0.895
"18916","DU_Ssed",0.91
"18917","DU_Ssed",0.906
"18918","DU_Ssed",0.912
"18919","DU_Ssed",0.917
"18920","DU_Ssed",0.911
"18921","DU_Ssed",0.902
"18922","DU_Ssed",0.9
"18923","DU_Ssed",0.896
"18924","DU_Ssed",0.906
"18925","DU_Ssed",0.899
"18926","DU_Ssed",0.906
"18927","DU_Ssed",0.923
"18928","DU_Ssed",0.894
"18929","DU_Ssed",0.899
"18930","DU_Ssed",0.907
"18931","DU_Ssed",0.893
"18932","DU_Ssed",0.875
"18933","DU_Ssed",0.913
"18934","DU_Ssed",0.884
"18935","DU_Ssed",0.901
"18936","DU_Ssed",0.913
"18937","DU_Ssed",0.9
"18938","DU_Ssed",0.845
"18939","DU_Ssed",0.905
"18940","DU_Ssed",0.89
"18941","DU_Ssed",0.921
"18942","DU_Ssed",0.918
"18943","DU_Ssed",0.898
"18944","DU_Ssed",0.935
"18945","DU_Ssed",0.918
"18946","DU_Ssed",0.92
"18947","DU_Ssed",0.923
"18948","DU_Ssed",0.927
"18949","DU_Ssed",0.904
"18950","DU_Ssed",0.923
"18951","DU_Ssed",0.908
"18952","DU_Ssed",0.912
"18953","DU_Ssed",0.922
"18954","DU_Ssed",0.932
"18955","DU_Ssed",0.916
"18956","DU_Ssed",0.929
"18957","DU_Ssed",0.931
"18958","DU_Ssed",0.93
"18959","DU_Ssed",0.909
"18960","DU_Ssed",0.935
"18961","DU_Ssed",0.9
"18962","DU_Ssed",0.899
"18963","DU_Ssed",0.896
"18964","DU_Ssed",0.915
"18965","DU_Ssed",0.909
"18966","DU_Ssed",0.916
"18967","DU_Ssed",0.91
"18968","DU_Ssed",0.907
"18969","DU_Ssed",0.928
"18970","DU_Ssed",0.924
"18971","DU_Ssed",0.913
"18972","DU_Ssed",0.915
"18973","DU_Ssed",0.906
"18974","DU_Ssed",0.921
"18975","DU_Ssed",0.906
"18976","DU_Ssed",0.941
"18977","DU_Ssed",0.952
"18978","DU_Ssed",0.924
"18979","DU_Ssed",0.929
"18980","DU_Ssed",0.942
"18981","DU_Ssed",0.918
"18982","DU_Ssed",0.918
"18983","DU_Ssed",0.933
"18984","DU_Ssed",0.919
"18985","DU_Ssed",0.924
"18986","DU_Ssed",0.941
"18987","DU_Ssed",0.928
"18988","DU_Ssed",0.906
"18989","DU_Ssed",0.937
"18990","DU_Ssed",0.915
"18991","DU_Ssed",0.95
"18992","DU_Ssed",0.949
"18993","DU_Ssed",0.943
"18994","DU_Ssed",0.962
"18995","DU_Ssed",0.958
"18996","DU_Ssed",0.957
"18997","DU_Ssed",0.962
"18998","DU_Ssed",0.95
"18999","DU_Ssed",0.938
"19000","DU_Ssed",0.946
"19001","DU_Ssed",0.947
"19002","DU_Ssed",0.952
"19003","DU_Ssed",0.955
"19004","DU_Ssed",0.954
"19005","DU_Ssed",0.945
"19006","DU_Ssed",0.96
"19007","DU_Ssed",0.954
"19008","DU_Ssed",0.952
"19009","DU_Ssed",0.957
"19010","DU_Ssed",0.965
"19011","DU_Ssed",0.921
"19012","DU_Ssed",0.931
"19013","DU_Ssed",0.917
"19014","DU_Ssed",0.946
"19015","DU_Ssed",0.939
"19016","DU_Ssed",0.947
"19017","DU_Ssed",0.945
"19018","DU_Ssed",0.947
"19019","DU_Ssed",0.95
"19020","DU_Ssed",0.942
"19021","DU_Ssed",0.946
"19022","DU_Ssed",0.942
"19023","DU_Ssed",0.94
"19024","DU_Ssed",0.945
"19025","DU_Ssed",0.95
"19026","DU_Ssed",0.721
"19027","DU_Ssed",0.749
"19028","DU_Ssed",0.716
"19029","DU_Ssed",0.74
"19030","DU_Ssed",0.707
"19031","DU_Ssed",0.723
"19032","DU_Ssed",0.731
"19033","DU_Ssed",0.727
"19034","DU_Ssed",0.728
"19035","DU_Ssed",0.71
"19036","DU_Ssed",0.764
"19037","DU_Ssed",0.746
"19038","DU_Ssed",0.753
"19039","DU_Ssed",0.711
"19040","DU_Ssed",0.723
"19041","DU_Ssed",0.78
"19042","DU_Ssed",0.755
"19043","DU_Ssed",0.747
"19044","DU_Ssed",0.798
"19045","DU_Ssed",0.778
"19046","DU_Ssed",0.767
"19047","DU_Ssed",0.803
"19048","DU_Ssed",0.79
"19049","DU_Ssed",0.758
"19050","DU_Ssed",0.761
"19051","DU_Ssed",0.765
"19052","DU_Ssed",0.768
"19053","DU_Ssed",0.76
"19054","DU_Ssed",0.767
"19055","DU_Ssed",0.76
"19056","DU_Ssed",0.796
"19057","DU_Ssed",0.775
"19058","DU_Ssed",0.806
"19059","DU_Ssed",0.79
"19060","DU_Ssed",0.82
"19061","DU_Ssed",0.736
"19062","DU_Ssed",0.763
"19063","DU_Ssed",0.723
"19064","DU_Ssed",0.771
"19065","DU_Ssed",0.746
"19066","DU_Ssed",0.759
"19067","DU_Ssed",0.743
"19068","DU_Ssed",0.76
"19069","DU_Ssed",0.784
"19070","DU_Ssed",0.747
"19071","DU_Ssed",0.751
"19072","DU_Ssed",0.756
"19073","DU_Ssed",0.728
"19074","DU_Ssed",0.74
"19075","DU_Ssed",0.74
"19076","DU_Ssed",0.938
"19077","DU_Ssed",0.933
"19078","DU_Ssed",0.931
"19079","DU_Ssed",0.929
"19080","DU_Ssed",0.925
"19081","DU_Ssed",0.927
"19082","DU_Ssed",0.928
"19083","DU_Ssed",0.93
"19084","DU_Ssed",0.925
"19085","DU_Ssed",0.929
"19086","DU_Ssed",0.934
"19087","DU_Ssed",0.934
"19088","DU_Ssed",0.932
"19089","DU_Ssed",0.93
"19090","DU_Ssed",0.929
"19091","DU_Ssed",0.94
"19092","DU_Ssed",0.933
"19093","DU_Ssed",0.93
"19094","DU_Ssed",0.948
"19095","DU_Ssed",0.942
"19096","DU_Ssed",0.93
"19097","DU_Ssed",0.94
"19098","DU_Ssed",0.94
"19099","DU_Ssed",0.936
"19100","DU_Ssed",0.941
"19101","DU_Ssed",0.937
"19102","DU_Ssed",0.933
"19103","DU_Ssed",0.932
"19104","DU_Ssed",0.934
"19105","DU_Ssed",0.927
"19106","DU_Ssed",0.947
"19107","DU_Ssed",0.942
"19108","DU_Ssed",0.94
"19109","DU_Ssed",0.937
"19110","DU_Ssed",0.951
"19111","DU_Ssed",0.928
"19112","DU_Ssed",0.928
"19113","DU_Ssed",0.926
"19114","DU_Ssed",0.936
"19115","DU_Ssed",0.942
"19116","DU_Ssed",0.937
"19117","DU_Ssed",0.93
"19118","DU_Ssed",0.935
"19119","DU_Ssed",0.94
"19120","DU_Ssed",0.935
"19121","DU_Ssed",0.924
"19122","DU_Ssed",0.931
"19123","DU_Ssed",0.933
"19124","DU_Ssed",0.931
"19125","DU_Ssed",0.928
"19126","DU_Ssed",0.956
"19127","DU_Ssed",0.946
"19128","DU_Ssed",0.941
"19129","DU_Ssed",0.952
"19130","DU_Ssed",0.945
"19131","DU_Ssed",0.937
"19132","DU_Ssed",0.927
"19133","DU_Ssed",0.957
"19134","DU_Ssed",0.948
"19135","DU_Ssed",0.94
"19136","DU_Ssed",0.951
"19137","DU_Ssed",0.949
"19138","DU_Ssed",0.955
"19139","DU_Ssed",0.945
"19140","DU_Ssed",0.947
"19141","DU_Ssed",0.957
"19142","DU_Ssed",0.954
"19143","DU_Ssed",0.946
"19144","DU_Ssed",0.951
"19145","DU_Ssed",0.95
"19146","DU_Ssed",0.928
"19147","DU_Ssed",0.954
"19148","DU_Ssed",0.948
"19149","DU_Ssed",0.947
"19150","DU_Ssed",0.949
"19151","DU_Ssed",0.937
"19152","DU_Ssed",0.937
"19153","DU_Ssed",0.942
"19154","DU_Ssed",0.941
"19155","DU_Ssed",0.946
"19156","DU_Ssed",0.944
"19157","DU_Ssed",0.944
"19158","DU_Ssed",0.952
"19159","DU_Ssed",0.945
"19160","DU_Ssed",0.957
"19161","DU_Ssed",0.928
"19162","DU_Ssed",0.931
"19163","DU_Ssed",0.945
"19164","DU_Ssed",0.947
"19165","DU_Ssed",0.938
"19166","DU_Ssed",0.949
"19167","DU_Ssed",0.943
"19168","DU_Ssed",0.94
"19169","DU_Ssed",0.954
"19170","DU_Ssed",0.953
"19171","DU_Ssed",0.943
"19172","DU_Ssed",0.946
"19173","DU_Ssed",0.949
"19174","DU_Ssed",0.936
"19175","DU_Ssed",0.934
"19176","DU_Ssed",NA
"19177","DU_Ssed",NA
"19178","DU_Ssed",NA
"19179","DU_Ssed",NA
"19180","DU_Ssed",NA
"19181","DU_Ssed",NA
"19182","DU_Ssed",NA
"19183","DU_Ssed",NA
"19184","DU_Ssed",NA
"19185","DU_Ssed",NA
"19186","DU_Ssed",NA
"19187","DU_Ssed",NA
"19188","DU_Ssed",NA
"19189","DU_Ssed",NA
"19190","DU_Ssed",NA
"19191","DU_Ssed",NA
"19192","DU_Ssed",NA
"19193","DU_Ssed",NA
"19194","DU_Ssed",NA
"19195","DU_Ssed",NA
"19196","DU_Ssed",NA
"19197","DU_Ssed",NA
"19198","DU_Ssed",NA
"19199","DU_Ssed",NA
"19200","DU_Ssed",NA
"19201","DU_Ssed",NA
"19202","DU_Ssed",NA
"19203","DU_Ssed",NA
"19204","DU_Ssed",NA
"19205","DU_Ssed",NA
"19206","DU_Ssed",NA
"19207","DU_Ssed",NA
"19208","DU_Ssed",NA
"19209","DU_Ssed",NA
"19210","DU_Ssed",NA
"19211","DU_Ssed",NA
"19212","DU_Ssed",NA
"19213","DU_Ssed",NA
"19214","DU_Ssed",NA
"19215","DU_Ssed",NA
"19216","DU_Ssed",NA
"19217","DU_Ssed",NA
"19218","DU_Ssed",NA
"19219","DU_Ssed",NA
"19220","DU_Ssed",NA
"19221","DU_Ssed",NA
"19222","DU_Ssed",NA
"19223","DU_Ssed",NA
"19224","DU_Ssed",NA
"19225","DU_Ssed",NA
"19226","DU_Ssed",NA
"19227","DU_Ssed",NA
"19228","DU_Ssed",NA
"19229","DU_Ssed",NA
"19230","DU_Ssed",NA
"19231","DU_Ssed",NA
"19232","DU_Ssed",NA
"19233","DU_Ssed",NA
"19234","DU_Ssed",NA
"19235","DU_Ssed",NA
"19236","DU_Ssed",NA
"19237","DU_Ssed",NA
"19238","DU_Ssed",NA
"19239","DU_Ssed",NA
"19240","DU_Ssed",NA
"19241","DU_Ssed",NA
"19242","DU_Ssed",NA
"19243","DU_Ssed",NA
"19244","DU_Ssed",NA
